"","MP_Start","MP_End","Section_Length","AADT","Total_Crashes","Fatal_Crashes","Injury_Crashes","Prop_Dam_Only_Crashes","Crash_Rate","County","Cross_Section","LATITUDE","LONGTUDE","Lanes","Shoulder","Median","route"
"174",101.9,102.9,0.95,31134,0,102,27,75,9.42,"OCEAN","4 or More Lanes, No Median Without Shoulder",40.0924630427,-74.2167686979,"4","Without","No","US 9"
"175",102.9,103,0.14,31134,0,29,6,23,18.18,"OCEAN",NA,40.1067760117,-74.2193718544,NA,NA,NA,"US 9"
"176",103,103.1,0.13,32552,0,7,3,4,4.52,"OCEAN",NA,40.1082470008,-74.2192439275,NA,NA,NA,"US 9"
"177",103.1,103.3,0.22,32552,0,24,8,16,9.16,"MONMOUTH",NA,40.109714036,-74.2190638733,NA,NA,NA,"US 9"
"178",103.3,104.1,0.74,32552,0,12,2,10,1.36,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.1126399261,-74.2188069302,"4","With","Barrier","US 9"
"179",104.1,104.4,0.31,34366,0,1,1,0,0.26,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.1239982515,-74.2213177579,"4","With","Barrier","US 9"
"180",104.4,104.7,0.3,34366,0,15,4,11,3.98,"MONMOUTH","4 or More Lanes, Barrier Median Without Shoulder",40.1282355814,-74.2228059978,"4","Without","Barrier","US 9"
"181",104.7,105.5,0.8,45506,0,27,8,19,2.03,"MONMOUTH","4 or More Lanes, Barrier Median Without Shoulder",40.1324916216,-74.223726877,"4","Without","Barrier","US 9"
"182",105.5,106.4,0.9,45506,0,45,15,30,3,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.1438639144,-74.2255541234,"4","With","Barrier","US 9"
"183",106.4,107.8,1.4,48774,0,57,15,42,2.28,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.156233107,-74.230250118,"4","With","Barrier","US 9"
"184",107.8,110,2.15,45292,0,45,13,32,1.26,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.1745155619,-74.2414348093,"4","With","Barrier","US 9"
"185",110,110.1,0.16,43637,0,8,2,6,3.13,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2039890608,-74.2559748336,"4","With","Barrier","US 9"
"186",110.1,110.4,0.26,43637,0,5,4,1,1.2,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2053924161,-74.2564505268,"4","With","Grass","US 9"
"187",110.4,110.7,0.3,43637,0,9,1,8,1.88,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2095572201,-74.2580174553,"4","With","Grass","US 9"
"188",110.7,110.9,0.23,46930,0,6,3,3,1.52,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2135467366,-74.2602448172,"4","With","Grass","US 9"
"189",110.9,111,0.1,46930,0,6,1,5,3.49,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2160782507,-74.2620575617,"4","With","Grass","US 9"
"190",111,111.6,0.63,46930,0,32,6,26,2.96,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2173058133,-74.2630676268,"4","With","Grass","US 9"
"191",111.6,111.8,0.17,46930,0,1,0,1,0.34,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2242195395,-74.2699476828,"4","With","Grass","US 9"
"192",111.8,112.6,0.79,47895,0,33,3,30,2.38,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.226839384,-74.2715772626,"4","With","Grass","US 9"
"193",112.6,113.4,0.81,47895,0,48,6,42,3.38,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2382109681,-74.2743931252,"4","With","Grass","US 9"
"194",113.4,113.6,0.16,45452,0,5,0,5,1.88,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2472873448,-74.2836972977,"4","With","Grass","US 9"
"195",113.6,113.8,0.19,45452,0,7,1,6,2.21,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2499190275,-74.2855510304,"4","With","Grass","US 9"
"196",113.8,113.8,0.09,45452,0,7,1,6,4.68,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2524211669,-74.2871255579,"4","With","Barrier","US 9"
"197",113.8,114,0.16,45452,0,1,0,1,0.38,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2524211669,-74.2871255579,"4","With","Barrier","US 9"
"198",114,114,0.01,23771,0,0,0,0,0,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2547898505,-74.2893937327,"4","With","Barrier","US 9"
"199",114,114.4,0.41,23771,0,47,12,35,13.18,"MONMOUTH","4 or More Lanes, Barrier Median Without Shoulder",40.2547898505,-74.2893937327,"4","Without","Barrier","US 9"
"200",114.4,114.5,0.1,23771,0,2,0,2,2.3,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2602081162,-74.2915875967,"4","With","Barrier","US 9"
"201",114.5,115,0.47,23771,0,4,0,4,0.98,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2615648262,-74.2921705715,"4","With","Barrier","US 9"
"202",115,115.3,0.36,23771,0,7,1,6,2.23,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2688752004,-74.2938534808,"4","With","Grass","US 9"
"203",115.3,115.3,0,23771,0,0,0,0,0,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2730644875,-74.2939989888,"4","With","Grass","US 9"
"204",115.3,115.7,0.35,23771,9,0,2,7,2.96,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2730644875,-74.2939989888,"4","With","Grass","US 9"
"205",115.7,115.9,0.23,26024,3,1,1,1,1.37,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2788284008,-74.2942068912,"4","With","Grass","US 9"
"206",115.9,116.3,0.38,26024,27,0,2,25,7.46,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2817302513,-74.2943171515,"4","With","Barrier","US 9"
"207",116.3,116.3,0,26024,0,0,0,0,0,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2875152778,-74.2950379247,"4","With","Barrier","US 9"
"208",116.3,116.5,0.19,26024,2,0,1,1,1.11,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2875152778,-74.2950379247,"4","With","Barrier","US 9"
"209",116.5,116.6,0.08,57134,3,0,0,3,1.79,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.290444254,-74.2964337749,"4","With","Barrier","US 9"
"210",116.6,116.8,0.27,57134,18,0,4,14,3.19,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.291570345,-74.297209947,"4","With","Grass","US 9"
"211",116.8,119.2,2.4,57134,110,0,19,91,2.19,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2938728505,-74.2988585079,"4","With","Grass","US 9"
"212",119.2,120.5,1.24,57134,48,0,14,34,1.85,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.3271008191,-74.305433164,"4","With","Grass","US 9"
"213",120.5,120.8,0.34,59340,10,0,2,8,1.35,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.3462545162,-74.3078289557,"4","With","Grass","US 9"
"214",120.8,121,0.14,59340,14,0,5,9,4.6,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.3506318965,-74.3074607146,"4","With","Grass","US 9"
"215",121,121,0.03,59340,24,1,8,15,36.84,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.3535227739,-74.3067612657,"4","With","Grass","US 9"
"216",121,121.5,0.51,59340,8,0,1,7,0.72,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.3535227739,-74.3067612657,"4","With","Grass","US 9"
"217",121.5,121.6,0.09,59340,1,0,0,1,0.51,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.3606047688,-74.3050617384,"4","With","Grass","US 9"
"218",121.6,121.8,0.18,56878,25,0,10,15,6.67,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.3620361775,-74.3049038879,"4","With","Grass","US 9"
"219",121.8,121.9,0.1,56878,2,0,0,2,0.96,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.364996596,-74.3050834818,"4","With","Barrier","US 9"
"220",121.9,121.9,0.02,56878,1,0,0,1,2.4,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3665001036,-74.3048183839,"4","With","Barrier","US 9"
"221",121.9,122.5,0.56,59815,21,0,6,15,1.71,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3665001036,-74.3048183839,"4","With","Barrier","US 9"
"222",122.5,124.1,1.64,59815,127,2,28,97,3.54,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.3745823011,-74.3067854611,"4","With","Grass","US 9"
"223",124.1,125.5,1.4,65422,87,0,17,70,2.6,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.3975537747,-74.3072752181,"4","With","Grass","US 9"
"224",125.5,126.7,1.23,77051,44,1,8,35,1.27,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.4176238222,-74.3046046906,"4","With","Grass","US 9"
"225",126.7,127,0.24,77051,48,0,10,38,7.09,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.434903354,-74.3015098137,"4","With","Grass","US 9"
"226",127,127,0.03,77051,1,0,0,1,1.18,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4391790492,-74.3001260601,"4","Without","Barrier","US 9"
"227",127,127.4,0.43,83770,24,0,3,21,1.82,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4391790492,-74.3001260601,"4","Without","Barrier","US 9"
"228",127.4,127.9,0.51,83770,19,0,1,18,1.22,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4449403049,-74.299723152,"4","With","Barrier","US 9"
"229",127.9,128.4,0.45,83770,25,0,6,19,1.81,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4514733381,-74.2979641949,"4","With","Barrier","US 9"
"230",128.4,129,0.59,83770,70,0,17,53,3.87,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4590216425,-74.2954535268,"4","Without","Barrier","US 9"
"231",129,129.2,0.22,76747,30,0,7,23,4.85,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4664473582,-74.2969180964,"4","Without","Barrier","US 9"
"232",129.2,129.4,0.16,47481,12,0,2,10,4.32,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4698128965,-74.297142373,"4","Without","Barrier","US 9"
"233",129.4,129.6,0.24,47481,4,0,1,3,0.96,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4725735973,-74.2949719308,"4","With","Barrier","US 9"
"234",129.6,129.8,0.2,47481,1,0,0,1,0.29,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4750748748,-74.2929718068,"4","With","Barrier","US 9"
"235",129.8,129.9,0.12,46025,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4775448498,-74.2908141717,"4","With","Barrier","US 9"
"236",129.9,130.2,0.28,46025,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4775794698,-74.2897532262,"4","Without","Barrier","US 9"
"237",130.2,130.5,0.26,75179,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4802020537,-74.2938273884,"4","Without","Barrier","US 9"
"238",130.5,131.2,0.71,75179,67,0,18,49,3.43,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4837269074,-74.2968649593,"4","Without","Barrier","US 9"
"239",131.2,131.5,0.35,75179,11,0,1,10,1.14,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4941273491,-74.2973459726,"4","With","Barrier","US 9"
"240",131.5,131.8,0.26,75179,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4981967397,-74.2993534121,"4","With","Barrier","US 9"
"241",131.8,131.9,0.12,71328,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5024045624,-74.3006873654,"4","With","Barrier","US 9"
"242",131.9,132.3,0.39,71328,6,0,2,4,0.59,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5038218633,-74.3006034213,"4","Without","Barrier","US 9"
"243",132.3,132.8,0.46,71328,23,0,6,17,1.92,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5094920643,-74.3002384632,"4","Without","Barrier","US 9"
"244",132.8,132.8,0.04,71328,1,0,0,1,0.96,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5166121523,-74.2997855016,"4","With","Barrier","US 9"
"245",132.8,133.4,0.59,71328,61,0,12,49,3.96,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5166121523,-74.2997855016,"4","With","Barrier","US 9"
"246",133.4,134.1,0.67,71328,32,0,8,24,1.83,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.525058917,-74.2987564186,"4","Without","Barrier","US 9"
"247",134.1,134.6,0.56,63941,46,0,8,38,3.51,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5349532806,-74.2969349381,"4","Without","Barrier","US 9"
"248",134.6,134.8,0.24,63941,10,0,1,9,1.78,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5412184521,-74.2925251188,"4","With","Barrier","US 9"
"249",134.8,135,0.19,59225,13,0,1,12,3.16,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5439922173,-74.2914330518,"4","With","Barrier","US 9"
"250",135,135.2,0.17,59225,12,0,4,8,3.26,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.547009726,-74.291049697,"4","Without","Barrier","US 9"
"251",135.2,135.6,0.39,59225,23,0,4,19,2.72,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.549880046,-74.2909436126,"4","With","Barrier","US 9"
"252",135.6,135.9,0.26,49470,13,0,2,11,2.76,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5555290662,-74.2925174245,"4","With","Barrier","US 9"
"253",135.9,135.9,0.02,49470,5,0,0,5,13.81,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5594531756,-74.295414873,"4","With","Barrier","US 9"
"254",135.9,136.1,0.26,49470,19,0,5,14,4.04,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5594531756,-74.295414873,"4","Without","Barrier","US 9"
"255",136.1,136.3,0.14,44074,8,0,0,8,3.54,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5620302407,-74.2964420864,"4","Without","Barrier","US 9"
"256",136.3,136.4,0.1,44074,7,0,2,5,4.34,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.5647538463,-74.2973269618,"4","Without","Barrier","US 9"
"257",5.5,5.6,0.07,34603,0,0,0,0,0,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.1725142897,-74.0721163955,"4","With","Barrier","NJ 18"
"258",5.6,5.7,0.15,35961,1,0,1,0,0.51,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.1741042117,-74.0725652524,"4","With","Barrier","NJ 18"
"259",5.7,6.5,0.76,35961,5,0,0,5,0.5,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.1757728225,-74.072777688,"4","With","Grass","NJ 18"
"260",6.5,6.8,0.27,39505,0,0,0,0,0,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.1871778964,-74.0717358498,"4","With","Grass","NJ 18"
"261",6.8,7,0.25,39505,8,0,2,6,2.21,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.1903255219,-74.0677092007,"4","With","Barrier","NJ 18"
"262",7,7.3,0.26,39505,2,0,0,2,0.53,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.1915387575,-74.0642930748,"4","With","Grass","NJ 18"
"263",7.3,7.9,0.6,39505,3,0,0,3,0.35,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.1934084529,-74.059241192,"4","With","Grass","NJ 18"
"264",7.9,8.6,0.74,39505,30,0,7,23,2.8,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2008639454,-74.0542287298,"4","With","Barrier","NJ 18"
"265",8.6,9,0.4,39505,1,0,0,1,0.17,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2107016441,-74.0519140362,"4","With","Grass","NJ 18"
"266",9,9.3,0.3,45103,1,0,0,1,0.2,"MONMOUTH","4 or More Lanes, Grass Median With Shoulder",40.2163570025,-74.0512790917,"4","With","Grass","NJ 18"
"267",9.3,9.8,0.54,45103,9,0,3,6,1.01,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2206234781,-74.0519155231,"4","With","Barrier","NJ 18"
"268",9.8,10.5,0.66,45103,24,0,6,18,2.2,"OCEAN","4 or More Lanes, Barrier Median With Shoulder",40.2278101229,-74.0498463749,"4","With","Barrier","NJ 18"
"269",10.5,11.5,1.02,44459,34,0,11,23,2.05,"OCEAN","4 or More Lanes, Barrier Median With Shoulder",40.237849511,-74.0516641948,"4","With","Barrier","NJ 18"
"270",11.5,12,0.48,44459,3,0,0,3,0.38,"OCEAN","4 or More Lanes, Grass Median With Shoulder",40.252071151,-74.0556700071,"4","With","Grass","NJ 18"
"271",12,12.6,0.55,44459,7,0,2,5,0.78,"OCEAN","4 or More Lanes, Barrier Median With Shoulder",40.2590397431,-74.0580260132,"4","With","Barrier","NJ 18"
"272",12.6,13,0.42,40078,1,0,0,1,0.16,"OCEAN","4 or More Lanes, Barrier Median With Shoulder",40.2674645224,-74.0608437911,"4","With","Barrier","NJ 18"
"273",13,13.9,0.94,40078,9,0,2,7,0.65,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2723886961,-74.0647339932,"4","With","Barrier","NJ 18"
"274",13.9,14,0.09,40078,3,0,1,2,2.27,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2811764775,-74.0770705775,"4","With","Barrier","NJ 18"
"275",14,15.9,1.9,36844,24,1,5,18,0.94,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.281526754,-74.0788892873,"4","With","Barrier","NJ 18"
"276",15.9,16,0.1,36844,0,0,0,0,0,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2824010364,-74.1137563204,"4","With","Barrier","NJ 18"
"277",16,16.4,0.36,36914,1,0,0,1,0.21,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2818835496,-74.1155213239,"4","With","Barrier","NJ 18"
"278",16.4,20.5,4.14,40668,11,0,1,10,0.18,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2804385879,-74.1228092294,"4","With","Barrier","NJ 18"
"279",20.5,22.4,1.95,39675,14,0,2,12,0.49,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2645313362,-74.1931022751,"4","With","Barrier","NJ 18"
"280",22.4,23,0.5,39675,0,0,0,0,0,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2765593099,-74.2221769515,"4","With","Barrier","NJ 18"
"281",23,24.6,1.65,39675,24,0,4,20,1,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.2837490484,-74.2286219279,"4","With","Barrier","NJ 18"
"282",24.6,26.6,2.01,41497,33,0,10,23,1.08,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.304506097,-74.2418127545,"4","With","Barrier","NJ 18"
"283",26.6,30,3.39,47458,35,0,9,26,0.59,"MONMOUTH","4 or More Lanes, Barrier Median With Shoulder",40.3235198812,-74.2684930464,"4","With","Barrier","NJ 18"
"284",30,30.6,0.6,43039,10,0,3,7,1.06,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.3666802141,-74.2988222455,"4","With","Barrier","NJ 18"
"285",30.6,30.9,0.3,43039,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.3715104044,-74.3080420151,"4","With","Grass","NJ 18"
"286",30.9,32.5,1.6,41674,55,1,14,40,2.25,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.3739674207,-74.312778845,"4","With","Grass","NJ 18"
"287",32.5,33.8,1.29,49366,61,0,18,43,2.62,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.3888185588,-74.3362695065,"4","With","Grass","NJ 18"
"288",33.8,34.4,0.61,49366,3,0,1,2,0.27,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4027494783,-74.3529313533,"4","With","Barrier","NJ 18"
"289",34.4,34.4,0.01,55675,1,0,0,1,4.91,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4090143777,-74.3607836619,"4","With","Barrier","NJ 18"
"290",34.4,34.8,0.41,55675,5,0,1,4,0.6,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4090143777,-74.3607836619,"4","Without","Barrier","NJ 18"
"291",34.8,35.3,0.5,55675,23,0,2,21,2.26,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4127238787,-74.3662359267,"4","Without","Barrier","NJ 18"
"292",35.3,35.6,0.28,55675,18,0,4,14,3.15,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.417967941,-74.3730291811,"4","Without","Barrier","NJ 18"
"293",35.6,36.4,0.76,52929,25,0,6,19,1.7,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4213198379,-74.3766359089,"4","Without","Barrier","NJ 18"
"294",36.4,37,0.67,57302,30,0,7,23,2.13,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.430801992,-74.3854335635,"4","Without","Barrier","NJ 18"
"295",37,37.7,0.67,57302,37,0,9,28,2.63,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.4378236039,-74.3919503495,"4","Without","Barrier","NJ 18"
"296",37.7,39.6,1.88,83610,146,0,27,119,2.54,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.447447568,-74.3962320169,"4","Without","Barrier","NJ 18"
"297",39.6,40,0.37,83610,16,0,2,14,1.41,"MIDDLESEX","4 or More Lanes, Barrier Median Without Shoulder",40.472608217,-74.4091499913,"4","Without","Barrier","NJ 18"
"298",40,40.2,0.22,83610,45,0,10,35,6.68,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4785598686,-74.4104862939,"4","With","Barrier","NJ 18"
"299",40.2,40.3,0.13,82128,2,0,0,2,0.51,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.481392486,-74.4117807076,"4","With","Barrier","NJ 18"
"300",40.3,40.4,0.07,82128,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4825543247,-74.4129631394,"4","With","Barrier","NJ 18"
"301",40.4,40.5,0.14,82128,1,0,0,1,0.24,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4832595059,-74.4145657944,"4","With","Barrier","NJ 18"
"302",40.5,40.8,0.27,82128,34,0,8,26,4.19,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4829452533,-74.4163740511,"4","With","Barrier","NJ 18"
"303",40.8,41.3,0.51,82128,23,0,8,15,1.5,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4850687734,-74.4209468738,"4","With","Barrier","NJ 18"
"304",41.3,41.6,0.34,82128,7,0,0,7,0.68,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4867444311,-74.4301319065,"4","With","Barrier","NJ 18"
"305",41.6,41.6,0.01,82128,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.4883342121,-74.43527874,"4","With","Grass","NJ 18"
"306",41.6,41.9,0.26,82128,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.4883342121,-74.43527874,"4","With","Grass","NJ 18"
"307",41.9,41.9,0.02,70930,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.4918554619,-74.4383852593,"4","With","Grass","NJ 18"
"308",41.9,42,0.11,70930,2,0,2,0,0.7,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.4918554619,-74.4383852593,"4","With","Grass","NJ 18"
"309",42,42.1,0.04,70930,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.4932639259,-74.4388177409,"4","With","Grass","NJ 18"
"310",42.1,42.1,0.01,70930,1,0,0,1,3.85,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4947089,-74.4391330143,"4","With","Barrier","NJ 18"
"311",42.1,42.1,0.01,65057,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4947089,-74.4391330143,"4","With","Barrier","NJ 18"
"312",42.1,42.2,0.13,65057,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4947089,-74.4391330143,"4","With","Barrier","NJ 18"
"313",42.2,42.4,0.14,65057,1,0,1,0,0.3,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.496056978,-74.4395696941,"4","With","Barrier","NJ 18"
"314",42.4,42.5,0.14,65057,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.4988080647,-74.4402942517,"4","With","Barrier","NJ 18"
"315",42.5,43,0.49,51389,2,0,0,2,0.22,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.500014039,-74.4413180638,"4","With","Barrier","NJ 18"
"316",43,43.1,0.14,51389,10,0,2,8,3.8,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5046783124,-74.4485786241,"4","With","Barrier","NJ 18"
"317",43.1,43.5,0.37,51389,1,0,0,1,0.14,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5055850769,-74.4500202176,"4","With","Barrier","NJ 18"
"318",43.5,43.6,0.08,38216,0,0,0,0,0,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.507342095,-74.4571993646,"4","With","Barrier","NJ 18"
"319",43.6,43.9,0.28,38216,3,0,1,2,0.77,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5084017458,-74.458468932,"4","With","Barrier","NJ 18"
"320",43.9,44.3,0.4,0,19,0,6,13,0,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5125101645,-74.4587410343,"4","With","Barrier","NJ 18"
"321",44.3,44.3,0.08,0,2,0,0,2,0,"MIDDLESEX","4 or More Lanes, Barrier Median With Shoulder",40.5169449499,-74.4545308403,"4","With","Barrier","NJ 18"
"322",44.3,44.6,0.24,0,5,0,1,4,0,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.5169449499,-74.4545308403,"4","With","Grass","NJ 18"
"323",44.6,44.7,0.13,0,3,0,0,3,0,"MIDDLESEX","3 Lanes With/Without Shoulder",40.5201153241,-74.4509563235,"3","With/Without",NA,"NJ 18"
"324",44.7,45.3,0.59,0,17,0,3,14,0,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.5214622751,-74.4504027909,"4","With","Grass","NJ 18"
"325",45.3,47.7,2.44,0,38,0,7,31,0,"MIDDLESEX","4 or More Lanes, Grass Median With Shoulder",40.5276821654,-74.4568986242,"4","With","Grass","NJ 18"
"326",47.7,47.9,0.18,0,7,0,1,6,0,"MIDDLESEX","4 or More Lanes, Grass Median Without Shoulder",40.551788354,-74.4812695199,"4","Without","Grass","NJ 18"
"327",0,0.6,0,0,107,0,17,90,0,NA,NA,40.2091176276,-74.7676137012,NA,NA,NA,"US 1"
